abandon оставить
abate|уменьшаться
french|французский
frequent|частый
friendship|дружба
fright|испуг
frightful|ужасный
fro|фро
frog|лягушка
frown|хмуриться
fruit|фрукты
fry|жарить
fudge|помадка
fully|полностью
fumble|шарить
fun|веселье
funeral|похороны
funny|забавный
fur|мех
furious|яростный
furniture|мебель
fury|ярость
gain|прирост
galaxy|галактика
gallop|галопом
gang|банда
gap|зазор
gas|газ
gaunt|изможденный
gay|гей
gaze|взгляд
gear|шестерня
generation|поколение
generous|щедрый
genius|гений
genuine|подлинный
german|немецкий
gesture|жест
ghastly|ужасный
ghoul|упырь
giant|гигант
gift|подарок
gigantic|гигантский
glare|блики
glide|скольжение
glimmer|мерцание
glint|блеск
glisten|блестеть
glitter|блеск
gloom|мрак
gloomy|хмурый
glory|слава
glove|перчатка
goblet|кубок
goblin|гоблин
goodness|доброта
goose|гусь
government|правительство
gown|платье
grace|милость
graceful|изящный
gracious|любезный
gradual|постепенный
grand|большой
grandfather|дедушка
grant|грант
grasp|понять
grateful|благодарный
gratitude|благодарность
greet|приветствовать
grief|горе
grim|мрачный
grip|хватка
grippe|грипп
groan|стон
grope|ощупывать
grotesque|гротеск
grove|роща
growl|рычание
grumble|ворчать
grunt|хрюкать
guest|гость
guilty|виновный
gulf|залив
guy|парень
habit|привычка
hail|град
halfway|наполовину
ham|ветчина
hammer|молоток
handful|горстка
handkerchief|носовой платок
handsome|красивый
happiness|счастье
harder|Сильнее
hark|слушай
harm|вред
harmony|гармония
harsh|жесткий
haste|спешка
hasten|спешить
hasty|поспешный
hate|ненавидеть
haul|тащить
haunt|преследовать
heal|лечить
health|здоровье
healthy|здоровый
heap|куча
hearty|сытный
heat|нагревать
heave|поднимать
hedge|хеджирование
heel|каблук
height|высота
heir|наследник
hello|привет
helm|шлем
helmet|шлем
helpless|беспомощный
hero|герой
hesitate|сомневаться
hey|привет
higher|выше
highest|самый высокий
hire|нанимать
hoarse|хриплый
holiday|праздничный день
hollow|пустой
honest|честный
hood|капюшон
hook|крюк
hopeful|обнадеживающий
hopeless|безнадежный
horizon|горизонт
hospital|больница
host|хозяин
hotel|отель
hover|зависнуть
howl|вой
huddle|ютиться
hug|обнимать
hum|гул
humble|скромный
hungry|голодный
hunt|охота
hunter|охотник
hurl|швырять
hurried|поспешил
hush|тишина
hut|хижина
ice|лед
icy|ледяной
idiot|идиот
idle|бездельничать
ignore|игнорировать
image|изображение
imagination|воображение
immense|огромный
imp|чертенок
impatient|нетерпеливый
importance|важность
impress|произвести впечатление
impression|впечатление
impressive|впечатляющий
improve|улучшать
incident|инцидент
incline|наклон
include|включать
increase|увеличивать
incredible|невероятный
indicate|указывать
indifferent|безразличный
individual|индивидуальный
infinite|бесконечный
influence|влияние
inform|информировать
injury|травма
ink|чернила
inn|гостиница
inner|внутренний
innocent|невиновный
inquire|спрашивать
inquiry|расследование
insect|насекомое
insist|настаивать
inspire|вдохновлять
instance|пример
instinct|инстинкт
instruction|инструкция
instrument|инструмент
insult|оскорблять
intelligence|интеллект
intend|намереваться
intense|интенсивный
intent|намерение
intention|намерение
interrupt|прерывать
interval|интервал
interview|интервью
introduce|представлять
invent|изобретать
investigation|расследование
invisible|невидимый
invite|приглашать
involve|вовлекать
ireland|ирландия
irish|ирландский
island|остров
issue|проблема
italian|итальянский
item|элемент
jack|Джек
jacket|куртка
jail|тюрьма
jar|банка
jaw|челюсть
jerk|придурок
jet|струя
jewel|драгоценность
joke|шутить
jordan|иордания
journal|журнал
joy|радость
jug|кувшин
justice|справедливость
keen|острый
keeper|хранитель
kindle|разжечь
kindness|доброта
king|король
kingdom|королевство
kitty|кошечка
kneel|встать на колени
knight|рыцарь
knot|узел
laboratory|лаборатория
labour|труд
lack|недостаток
lad|парень
ladder|лестница
landscape|пейзаж
lane|переулок
lantern|фонарь
lap|круг
lash|хлестать
latter|последний
laughter|смех
launch|запуск
lawn|лужайка
lawyer|адвокат
lazy|ленивый
leader|лидер
leaf|лист
league|лига
leather|кожа
legend|легенда
lend|одалживать
lesson|урок
lest|чтобы
lett|сдавать
liberty|свобода
librarian|библиотекарь
license|лицензия
lick|лизать
lid|крышка
lighter|легче
lightning|молния
likewise|так же
limb|конечность
limit|предел
limp|хромать
linger|задерживаться
link|связь
lion|лев
list|список
load|нагрузка
local|местный
lodge|домик
lofty|высокий
log|бревно
lone|одинокий
loom|ткацкий станок
lore|предания
loss|потеря
lover|любовник
luck|удача
lucky|удачливый
lump|кусок
lunch|обед
lurk|скрываться
madness|безумие
magical|волшебный
maid|служанка
mail|почта
maintain|поддерживать
majesty|величество
major|главный
male|мужской
mankind|человечество
mansion|особняк
map|карта
marble|мрамор
market|рынок
marriage|свадьба
marsh|болото
marvel|чудо
marvellous|чудесный
mask|маска
mass|масса
massive|массивный
material|материал
meal|еда
meanwhile|тем временем
measure|мера
meat|мясо
mechanical|механический
medical|медицинский
melt|таять
member|член
menace|угроза
mend|чинить
mental|умственный
merchant|торговец
mercy|милосердие
mess|беспорядок
messenger|посланник
method|метод
midnight|полночь
midst|середина
mild|мягкий
military|военный
milk|молоко
mill|мельница
mingle|смешаться
minister|министр
ministry|министерство
mirror|зеркало
miserable|убогий
misery|невзгоды
mission|миссия
mistake|ошибка
mistaken|ошибся
mistress|любовница
misty|туманный
mix|смешивать
moan|стон
mock|насмехаться
model|модель
modern|современный
mom|мама
monday|понедельник
monk|монах
monkey|обезьяна
monsieur|месье
monster|монстр
monstrous|чудовищный
mood|настроение
moonlight|лунный свет
moral|моральный
morrow|завтра
mortal|смертный
motion|движение
motive|мотив
motor|двигатель
mound|курган
mount|монтировать
mouse|мышь
mud|грязь
muffle|заглушить
mum|мама
mumble|бормотание
murder|убийство
muscle|мышца
museum|музей
musical|музыкальный
myrtle|мирт
mysterious|таинственный
mystery|тайна
myth|миф
nail|ноготь
nameless|безымянный
nasty|противный
national|национальный
native|родной
nay|нет
nearby|рядом
nearest|ближайший
neat|аккуратный
needle|игла
neighbourhood|район
nephew|племянник
nerve|нерв
net|сеть
nevertheless|тем не менее
newspaper|газета
nick|Ник
niece|племянница
nigger|негр
nigh|почти
nightmare|кошмар
noble|благородный
non|не
nonsense|чушь
noon|полдень
northern|северный
northward|на север
nostril|ноздря
notion|понятие
nowhere|нигде
nurse|медсестра
oak|дуб
obey|подчиняться
objection|возражение
oblige|обязывать
obscure|неясный
observation|наблюдение
obtain|получать
occupy|занимают
ocean|океан
october|октябрь
odour|запах
offend|обидеть
official|официальный
oil|масло
okay|хорошо
older|старше
operate|работать
operation|операция
opportunity|возможность
orange|апельсин
ordinary|обычный
organ|орган
original|оригинальный
otherwise|в противном случае
ourself|мы сами
outer|внешний
outline|контур
overcome|преодолеть
overhead|накладные расходы
owl|сова
owner|владелец
oxford|Оксфорд
pace|темп
pad|прокладка
painful|болезненный
palace|дворец
palm|ладонь
pan|кастрюля
panel|панель
panic|паника
pant|пыхтение
papa|папа
parchment|пергамент
pardon|помилование
park|парк
parlour|гостиная
partner|партнер
passe|пас
passion|страсть
passionate|страстный
pat|похлопать
patch|пластырь
patience|терпение
patient|пациент
patrician|патриций
pattern|узор
pavement|тротуар
paw|лапа
peaceful|мирный
peak|пик
peculiar|своеобразный
peep|подглядывать
peeve|раздражать
pen|ручка
pencil|карандаш
per|за
perceive|воспринимать
perch|окунь
perform|выполнять
performance|производительность
peril|опасность
period|период
perish|погибнуть
permission|разрешение
permit|разрешать
personality|личность
persuade|убеждать
pet|домашний питомец
peter|Питер
petunia|петуния
photograph|фотография
phrase|фраза
physical|физический
physician|врач
pie|пирог
pierce|прокалывать
pig|свинья
pillar|столб
pillow|подушка
pilot|пилот
pin|приколоть
pinch|ущипнуть
pine|сосна
pink|розовый
pipe|труба
pirate|пират
pit|яма
pitch|подача
pity|жалость
plane|самолет
plant|растение
plastic|пластик
platform|платформа
player|игрок
plenty|множество
plot|сюжет
plunge|нырять
poet|поэт
poison|яд
poke|тыкать
pole|полюс
polish|полировать
polite|вежливый
ponder|обдумать
pont|понт
pony|пони
pool|бассейн
pop|поп
port|порт
portrait|портрет
pose|поза
positive|положительный
possess|владеть
possession|владение
possibility|возможность
pot|горшок
potato|картофель
potion|зелье
powder|пудра
powerful|мощный
practical|практичный
practice|практиковать
praise|хвалить
prayer|молитва
precious|драгоценный
precise|точный
prefer|предпочитать
preparation|подготовка
preserve|сохранять
president|президент
pressure|давление
prevent|предотвращать
previous|предыдущий
prey|добыча
price|цена
pride|гордость
prince|принц
principal|главный
principle|принцип
print|печать
prison|тюрьма
prisoner|заключенный
proceed|продолжить
process|процесс
profession|профессия
professional|профессиональный
profound|глубокий
program|программа
progress|прогресс
project|проект
prompt|быстрый
proof|доказательство
property|свойство
propose|предлагать
prospect|перспектива
protect|защищать
protection|защита
protest|протест
provide|предоставлять
pry|подглядывать
puff|слойка
punch|удар кулаком
punish|наказывать
purchase|покупка
pure|чистый
purple|фиолетовый
pursue|преследовать
pursuit|преследование
puzzle|головоломка
quality|качество
quarrel|ссориться
quest|квест
quill|перо
quiver|колчан
rabbit|кролик
rack|стойка
radio|радио
raft|плот
rag|тряпка
rage|ярость
rail|рельс
range|диапазон
rank|классифицировать
rapid|стремительный
rare|редкий
rate|ставка
rattle|погремушка
ray|луч
reader|читатель
reality|реальность
realm|область
rear|задний
reasonable|разумный
recent|недавний
recognize|распознавать
recollect|вспоминать
recollection|воспоминание
recover|восстанавливаться
reduce|уменьшать
reef|риф
refer|ссылаться
reference|ссылка
reflect|отражать
reflection|отражение
refresh|обновить
refuse|мусор
region|область
regret|сожалеть
regular|обычный
relate|иметь отношение к
relation|отношение
relative|родственник
relax|расслабляться
release|выпускать
relief|облегчение
relieve|облегчать
reluctant|вынужденный
remarkable|замечательный
remembrance|воспоминание
remind|напоминать
remote|удаленный
render|оказывать
rent|арендовать
rep|представитель
repair|ремонт
replace|заменять
represent|представлять
request|запрос
require|требовать
rescue|спасать
research|исследовать
reserve|бронировать
resist|сопротивляться
resolution|резолюция
resolve|решать
respectable|респектабельный
respond|отвечать
response|ответ
restless|беспокойный
restore|восстановить
resume|резюме
retire|уходить в отставку
retreat|отступление
reward|награда
rib|ребро
riddle|загадка
ridge|хребет
ridiculous|нелепый
rifle|винтовка
rim|обод
rip|рвать
risk|риск
rob|грабить
robot|робот
roger|Роджер
root|корень
rot|гниль
rouse|разбудить
route|маршрут
royal|королевский
rude|грубый
rumble|гул
russian|русский
rustle|шорох
rusty|ржавый
sack|мешок
sacred|священный
sacrifice|жертва
safety|безопасность
sail|плыть
sailor|моряк
sake|ради
salt|соль
salute|салют
sand|песок
satisfaction|удовлетворение
satisfy|удовлетворять
saturday|суббота
savage|дикий
sawyer|сойер
scale|шкала
scarce|скудный
scarlet|алый
scatter|разброс
scent|запах
scheme|схема
scholar|ученый
science|наука
scientific|научный
score|счет
scowl|хмуриться
scramble|схватка
scrap|лом
scratch|царапать
screw|винт
seal|тюлень
season|сезон
section|раздел
secure|безопасный
security|безопасность
seldom|редко
sensation|ощущение
sensible|разумный
sentence|предложение
separate|отдельный
september|сентябрь
sergeant|сержант
serpent|змея
severe|серьезный
sex|секс
shade|тень
shadowy|теневой
shaft|вал
shallow|мелкий
shame|стыд
shatter|разбивать
shave|бритье
shawn|Шон
shed|сбрасывать
sheep|овца
sheer|явный
sheet|лист
shelf|полка
shell|оболочка
shelter|приют
shelve|полка
sherlock|шерлок
shield|щит
shift|смена
shimmer|мерцание
shirt|рубашка
shiver|дрожь
shoe|башмак
shove|засунуть
shower|душ
shriek|визг
shrill|пронзительный
shrug|пожимание плечами
shudder|содрогаться
shuffle|перетасовать
shutter|затвор
sick|больной
sideway|боком
signal|сигнал
silk|шелк
similar|похожий
sin|грех
singular|единственное число
sinister|зловещий
sip|глоток
situation|ситуация
sixty|шестьдесят
skill|навык
skirt|юбка
skull|череп
slab|плита
slam|слэм
slant|наклонный
slap|шлепок
slave|раб
slay|убить
sleepy|сонный
sleeve|рукав
slice|ломтик
slide|слайд
slop|помои
smaller|меньше
smart|умный
smash|разгромить
snake|змея
snarl|рычание
snatch|рывок
sneak|прокрасться
sneer|презрительная усмешка
sniff|нюхать
snore|храпеть
snort|фырканье
soak|замачивать
soar|парить
sob|рыдать
social|социальный
sock|носок
sofa|диван
soften|смягчить
soil|почва
soldier|солдат
sole|подошва
solemn|торжественный
solid|твердый
solitary|одинокий
solution|решение
somebody|кто-нибудь
somewhat|несколько
sooner|скорее
sore|больной
sorrow|печаль
soup|суп
source|источник
southern|южный
southward|на юг
spare|запасной
spark|искра
sparkle|искриться
sparkler|искра
speaker|спикер
spear|копье
specimen|образец
spectacle|зрелище
specter|призрак
spider|паук
spin|вращаться
spite|злость
splash|всплеск
splendid|великолепный
split|расколоть
spoon|ложка
sport|спорт
sprawl|разрастание
spray|спрей
squat|приседать
squeak|писк
squeeze|сжимать
squint|косоглазие
stab|удар ножом
stable|стабильный
stack|куча
staff|персонал
stage|этап
stagger|шататься
stain|пятно
staircase|лестница
stalk|стебель
stamp|штамп
standard|стандарт
stare|смотреть
startle|испугать
starve|голодать
statement|заявление
statue|статуя
steam|пар
steel|сталь
steep|крутой
steeple|шпиль
steer|рулить
stern|суровый
steward|стюард
stiff|жесткий
stock|запас
stomach|желудок
stony|каменистый
stool|табурет
stoop|сутулиться
store|магазин
storm|шторм
stout|крепкий
straighten|выпрямить
strain|напряжение
strap|ремень
straw|солома
stray|бродить
stre|стрет
strict|строгий
stride|шаг
strip|полоска
stroke|гладить
stroll|прогулка
structure|структура
stumble|спотыкаться
stun|оглушить
style|стиль
substance|вещество
subtle|тонкий
succeed|преуспевать
success|успех
successful|успешный
suck|сосать
sufficient|достаточный
sugar|сахар
suggestion|предположение
sullen|угрюмый
sum|сумма
summon|вызывать
sunday|воскресенье
sunlight|солнечный свет
sunset|закат
superior|начальник
supper|ужин
supple|гибкий
supply|поставлять
support|поддерживать
suppress|подавлять
supreme|верховный
surround|окружать
survey|опрос
survive|выживать
suspect|подозревать
suspicion|подозрение
suspicious|подозрительный
swallow|глотать
swarm|рой
sway|качаться
swear|ругаться
sweat|пот
sweeper|уборщик
swell|зыбь
swim|плавать
swirl|вихрь
switch|выключатель
swoop|пикировать
symbol|символ
sympathy|сочувствие
system|система
talent|талант
tangle|запутываться
taste|вкус
teach|учить
teacher|учитель
team|команда
telephone|телефон
temper|характер
temple|храм
temporary|временный
tempt|соблазнять
tend|иметь тенденцию
tender|нежный
tense|напряженный
tent|палатка
terrace|терраса
terrify|ужасать
terrorist|террорист
test|тест
thee|тебя
theory|теория
thief|вор
thieve|вор
thirteen|тринадцать
thomas|томас
thorough|тщательный
thou|ты
thoughtful|вдумчивый
thread|нить
threat|угроза
threaten|угрожать
throb|пульсация
throne|трон
thrust|толкать
thud|глухой удар
thumb|большой палец
thump|стук
thunder|гром
thy|твой
tick|клещ
ticket|билет
tide|прилив
tidings|вести
timid|робкий
tin|олово
title|заголовок
toast|тост
toe|палец ноги
tomb|могила
tool|инструмент
torch|факел
torment|мучение
torture|пытка
toss|бросать
total|общий
tough|жесткий
tournament|турнир
toy|игрушка
trade|торговля
tradition|традиция
traffic|трафик
trail|тащить
trap|ловушка
traveller|путешественник
tray|поднос
tread|протектор
treasure|сокровище
treat|обращаться
tremendous|огромный
trial|пробный
trick|обманывать
trickle|струйка
trifle|мелочь
trip|поездка
triumph|триумф
troll|тролль
troop|отряд
trot|рысь
trouser|брюки
truck|грузовик
tube|трубка
tuck|складка
tug|буксир
tumble|падение
tune|мелодия
twelve|двенадцать
twilight|сумерки
twin|близнец
twinkle|мерцание
twitch|дергаться
type|тип
ultimate|окончательный
unable|неспособный
uncertain|неопределенный
uncomfortable|неудобно
unconscious|бессознательный
underground|под землей
underneath|под
undoubted|несомненный
uneasy|беспокойный
unexpected|неожиданный
unfortunate|неудачный
unhappy|несчастный
unicorn|единорог
uniform|униформа
union|союз
unit|единица
universal|универсальный
universe|вселенная
university|университет
unlike|в отличие от
unlock|разблокировать
unpleasant|неприятный
unseen|невидимый
unusual|необычный
upper|верхний
upright|вертикально
upset|расстроенный
upstairs|наверх
upward|вверх
urge|побуждать
urgent|срочный
useful|полезный
useless|бесполезный
utmost|предельный
vain|тщетный
valentine|валентинка
value|ценить
variety|разнообразие
vary|отличаться
vault|сейф
veil|вуаль
vein|вена
velvet|бархат
venture|риск
victim|жертва
victory|победа
violent|жестокий
violet|фиолетовый
virtue|добродетель
visible|видимый
vision|зрение
visitor|посетитель
vital|жизненно важный
vivid|яркий
volume|объем
wade|пробираться
wail|вопль
waist|талия
waistcoat|жилет
waiter|официант
wan|бледный
warmth|тепло
warrior|воин
wary|осторожный
waste|напрасно тратить
watcher|наблюдатель
watson|уотсон
wax|воск
weakness|слабость
wealth|богатство
weather|погода
weave|ткать
web|веб
wed|обвенчались
weep|плакать
weigh|весить
weird|странный
western|западный
westward|на запад
wet|мокрый
whence|откуда
whenever|в любое время
wherever|где бы то ни было
whilst|в то время как
whip|хлыст
whirl|вихрь
whistle|свист
whoever|кто бы ни
wick|фитиль
widow|вдова
william|Уильям
willow|ива
wink|подмигивание
winter|зима
wipe|вытирать
wire|проволока
wisdom|мудрость
wit|остроумие
wither|увядать
witness|свидетель
wobbler|воблер
wolf|волк
wooden|деревянный
worm|червь
worship|поклонение
worthy|достойный
wrap|сворачивать
wreck|крушение
wrench|гаечный ключ
wretch|негодяй
wrinkle|морщина
wrist|запястье
writhe|корчиться
wrought|кованый
yawn|зевать
yesterday|вчера
yield|урожай
younger|моложе
of|от
to|к
and|и
in|в
is|является
it|это
you|ты
that|что
he|он
was|был
for|для
on|на
are|являются
with|с
as|как
I|Я
his|его
they|они
be|быть
at|в
one|один
have|иметь
this|этот
from|от
or|или
had|имел
by|к
not|нет
word|слово
but|но
what|что
some|некоторый
we|мы
can|может
out|вне
other|другой
were|были
all|все
there|там
when|когда
up|вверх
use|использовать
your|твой
how|как
said|сказал
an|а
each|каждый
she|она
which|который
do|делать
their|их
time|время
if|если
will|воля
way|способ
about|о
many|много
then|затем
them|их
write|писать
would|бы
like|нравиться
so|так
these|эти
her|ее
long|длинный
make|делать
thing|вещь
see|видеть
him|ему
two|два
has|имеет
look|смотреть
more|более
day|день
could|мог
go|идти
come|приходить
did|делал
number|число
sound|звук
no|нет
most|большинство
people|люди
my|мой
over|над
know|знать
water|вода
than|чем
call|звонок
first|первый
may|может
down|вниз
side|сторона
been|был
now|сейчас
find|находить
any|любой
new|новый
work|работа
part|часть
take|брать
get|получать
place|место
made|сделал
live|жить
where|где
after|после
back|назад
little|маленький
only|только
round|круглый
man|мужчина
year|год
came|пришел
show|показывать
every|каждый
good|хороший
me|мне
give|давать
our|наш
under|под
name|имя
very|очень
through|через
just|только
form|форма
sentence|предложение
great|большой
think|думать
say|сказать
help|помогать
low|низкий
line|линия
differ|отличаются
turn|повернуть
cause|причина
much|много
mean|иметь в виду
before|до
move|двигаться
right|верно
boy|мальчик
old|старый
too|слишком
same|такой же
tell|рассказывать
does|делает
set|набор
three|три
want|хотеть
air|воздух
well|хорошо
also|также
play|играть
small|маленький
end|конец
put|помещать
home|дом
read|читать
hand|рука
port|порт
large|большой
spell|заклинание
add|добавлять
even|даже
land|земля
here|здесь
must|должен
big|большой
high|высокий
such|такой
follow|следовать
act|действовать
why|почему
ask|просить
men|мужчины
change|изменять
went|шел
light|свет
kind|добрый
off|выключенный
need|нуждаться
house|дом
picture|картина
try|пытаться
us|нас
again|снова
animal|животное
point|точка
mother|мать
world|мир
near|около
build|строить
self|себя
earth|земля
father|отец
head|голова
stand|стоять
own|собственный
page|страница
should|должен
country|страна
found|найденный
answer|отвечать
school|школа
grow|расти
study|изучать
still|все еще
learn|учиться
plant|растение
cover|крышка
food|еда
sun|солнце
four|четыре
between|между
state|состояние
keep|держать
eye|глаз
never|никогда
last|последний
let|позволять
thought|мысль
city|город
tree|дерево
cross|крест
farm|ферма
hard|жесткий
start|начинать
might|мощь
story|история
saw|пила
far|далеко
sea|море
draw|рисовать
left|левый
late|поздно
run|бегать
don't|не
while|пока
press|нажимать
close|закрывать
night|ночь
real|настоящий
life|жизнь
few|немного
north|север
open|открыть
seem|казаться
together|вместе
next|следующий
white|белый
children|дети
begin|начинать
got|получил
walk|ходить
example|пример
ease|простота
paper|бумага
group|группа
always|всегда
music|музыка
those|те
both|оба
mark|отметка
often|часто
letter|письмо
until|до
mile|миля
river|река
car|машина
feet|ноги
care|заботиться
second|второй
book|книга
carry|нести
took|взял
science|наука
eat|есть
room|комната
friend|друг
began|начал
idea|идея
fish|рыба
mountain|гора
stop|останавливаться
once|один раз
base|база
hear|слышать
horse|лошадь
cut|резать
sure|уверен
watch|смотреть
color|цвет
face|лицо
wood|древесина
main|основной
enough|достаточно
plain|простой
girl|девочка
usual|обычный
young|молодой
ready|готовый
above|выше
ever|всегда
red|красный
list|список
though|хотя
feel|чувствовать
talk|разговаривать
bird|птица
soon|скоро
body|тело
dog|собака
family|семья
direct|прямой
pose|поза
leave|оставлять
song|песня
measure|мера
door|дверь
product|продукт
black|черный
short|короткий
numeral|цифра
class|класс
wind|ветер
question|вопрос
happen|случаться
complete|полный
ship|корабль
area|область
half|половина
rock|камень
order|заказ
fire|огонь
south|юг
problem|проблема
piece|кусок
told|сказал
knew|знал
pass|проходить
since|с тех пор
top|вершина
whole|весь
king|король
space|космос
heard|слышал
best|лучший
hour|час
better|лучше
true|истинный
during|в течение
hundred|сто
five|пять
remember|помнить
step|шаг
early|рано
hold|держать
west|запад
ground|земля
interest|интерес
reach|достигать
fast|быстрый
verb|глагол
sing|петь
listen|слушать
six|шесть
table|стол
travel|путешествовать
less|меньше
morning|утро
ten|десять
simple|простой
several|несколько
vowel|гласный
toward|к
war|война
lay|класть
against|против
pattern|узор
slow|медленный
center|центр
love|любовь
person|человек
money|деньги
serve|служить
appear|появляться
road|дорога
map|карта
rain|дождь
rule|правило
govern|управлять
pull|тянуть
cold|холодный
notice|уведомление
voice|голос
unit|единица
power|власть
town|город
fine|отлично
certain|определенный
fly|летать
fall|падать
lead|вести
cry|плакать
dark|темный
machine|машина
note|примечание
wait|ждать
plan|план
figure|фигура
star|звезда
box|коробка
noun|существительное
field|поле
rest|отдых
correct|правильный
able|способный
pound|фунт
done|сделанный
beauty|красота
drive|водить машину
stood|стоял
contain|содержать
front|передний
teach|учить
week|неделя
final|финал
gave|отдал
green|зеленый
oh|ох
quick|быстрый
develop|развивать
ocean|океан
warm|теплый
free|бесплатно
minute|минута
strong|сильный
special|особенный
mind|разум
behind|позади
clear|прозрачный
tail|хвост
produce|производить
fact|факт
street|улица
inch|дюйм
multiply|умножить
nothing|ничего
course|курс
stay|оставаться
wheel|колесо
full|полный
force|сила
blue|синий
object|объект
decide|решать
surface|поверхность
deep|глубокий
moon|луна
island|остров
foot|ступня
system|система
busy|занятый
test|тест
record|записывать
boat|лодка
common|общий
gold|золото
possible|возможный
plane|самолет
stead|удерживать
dry|сухой
wonder|удивляться
laugh|смеяться
thousand|тысяча
ago|назад
ran|побежал
check|проверять
game|игра
shape|форма
equate|приравнивать
hot|горячий
miss|скучать
brought|принес
heat|нагревать
snow|снег
tire|шина
bring|приносить
yes|да
distant|далекий
fill|наполнять
east|восток
paint|краска
language|язык
among|среди
grand|большой
ball|мяч
yet|еще
wave|волна
drop|уронить
heart|сердце
am|ам
present|подарок
heavy|тяжелый
dance|танец
engine|двигатель
position|позиция
arm|рука
wide|широкий
sail|плыть
material|материал
size|размер
vary|отличаться
settle|решить
speak|говорить
weight|вес
general|общий
ice|лед
matter|иметь значение
circle|круг
pair|пара
include|включать
divide|разделять
syllable|слог
felt|чувствовал себя
perhaps|возможно
pick|выбирать
sudden|внезапный
count|считать
square|квадрат
reason|причина
length|длина
represent|представлять
art|искусство
subject|предмет
region|область
energy|энергия
hunt|охота
probable|вероятный
bed|кровать
brother|брат
egg|яйцо
ride|поездка
cell|клетка
believe|полагать
fraction|дробь
forest|лес
sit|сидеть
race|гонка
window|окно
store|магазин
summer|лето
train|тренироваться
sleep|спать
prove|доказывать
lone|одинокий
leg|нога
exercise|упражнение
wall|стена
catch|ловить
mount|монтировать
wish|желать
sky|небо
board|доска
joy|радость
winter|зима
sat|сидел
written|написано
wild|дикий
instrument|инструмент
kept|сохранено
glass|стекло
grass|трава
cow|корова
job|работа
edge|край
sign|знак
visit|посещать
past|прошлое
soft|мягкий
fun|веселье
bright|яркий
gas|газ
weather|погода
month|месяц
million|миллион
bear|медведь
finish|заканчивать
happy|счастливый
hope|надеяться
flower|цветок
clothe|одеть
strange|странный
gone|ушел
jump|прыжок
baby|малыш
eight|восемь
village|деревня
meet|встретиться
root|корень
buy|купить
raise|поднимать
solve|решать
metal|металл
whether|ли
push|толкать
seven|семь
paragraph|абзац
third|третий
shall|должен
held|держал
hair|волосы
describe|описывать
cook|готовить
floor|этаж
either|либо
result|результат
burn|гореть
hill|холм
safe|безопасный
cat|кот
century|век
consider|учитывать
type|тип
law|закон
bit|кусочек
coast|побережье
copy|копия
phrase|фраза
silent|тихий
tall|высокий
sand|песок
soil|почва
roll|рулон
temperature|температура
finger|палец
industry|промышленность
value|ценить
fight|драться
lie|ложь
beat|бить
excite|возбуждать
natural|естественный
view|вид
sense|смысл
ear|ухо
else|еще
quite|довольно
broke|сломанный
case|случай
middle|середина
kill|убийство
son|сын
lake|озеро
moment|момент
scale|шкала
loud|громкий
spring|весна
observe|наблюдать
child|ребенок
straight|прямой
consonant|согласный
nation|нация
dictionary|словарь
milk|молоко
speed|скорость
method|метод
organ|орган
pay|платить
age|возраст
section|раздел
dress|одеваться
cloud|облако
surprise|сюрприз
quiet|тихий
stone|камень
tiny|крошечный
climb|взбираться
cool|прохладный
design|дизайн
poor|бедный
lot|много
experiment|эксперимент
bottom|нижний
key|ключ
iron|железо
single|одинокий
stick|палка
flat|плоский
twenty|двадцать
skin|кожа
smile|улыбка
crease|складка
hole|дыра
trade|торговля
melody|мелодия
trip|поездка
office|офис
receive|получать
row|ряд
mouth|рот
exact|точный
symbol|символ
die|умирать
least|наименее
trouble|беда
shout|кричать
except|кроме
wrote|написал
seed|семя
tone|тон
join|присоединиться
suggest|предлагать
clean|чистый
break|перерыв
lady|леди
yard|площадка
rise|рост
bad|плохой
blow|дуть
oil|масло
blood|кровь
touch|трогать
grew|вырос
cent|цент
mix|смешивать
team|команда
wire|проволока
cost|стоимость
lost|потерянный
brown|коричневый
wear|носить
garden|сад
equal|равный
sent|отправлено
choose|выбирать
fell|упал
fit|соответствовать
flow|поток
fair|справедливый
bank|банк
collect|собирать
save|сохранять
control|контроль
decimal|десятичный
gentle|нежный
woman|женщина
captain|капитан
practice|практиковать
separate|отдельный
difficult|трудный
doctor|доктор
please|пожалуйста
protect|защищать
noon|полдень
whose|чей
locate|найти
ring|кольцо
character|характер
insect|насекомое
caught|пойман
period|период
indicate|указывать
radio|радио
spoke|говорил
atom|атом
human|человек
history|история
effect|эффект
electric|электрический
expect|ожидать
crop|урожай
modern|современный
element|элемент
hit|ударять
student|студент
corner|угол
party|вечеринка
supply|поставлять
bone|кость
rail|рельс
imagine|представлять себе
provide|предоставлять
agree|соглашаться
thus|таким образом
capital|капитал
won't|не будет
chair|стул
danger|опасность
fruit|фрукты
rich|богатый
thick|толстый
soldier|солдат
process|процесс
operate|работать
guess|предполагать
necessary|необходимый
sharp|острый
wing|крыло
create|создавать
neighbor|сосед
wash|стирать
bat|летучая мышь
rather|скорее
crowd|толпа
corn|кукуруза
compare|сравнивать
poem|стихотворение
string|нить
bell|колокол
depend|зависеть
meat|мясо
rub|руб
tube|трубка
famous|известный
dollar|доллар
stream|транслировать
fear|страх
sight|зрение
thin|тонкий
triangle|треугольник
planet|планета
hurry|торопиться
chief|главный
colony|колония
clock|часы
mine|мой
tie|галстук
